Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C]
77CN,1,B,2014-01-12T10:10,57.0300,-031.2300,,7,5.3
77CN,2,B,2014-01-12T10:15,57.0300,-031.1800,,7,7.3
77CN,3,B,2014-01-12T10:20,57.0300,-031.1400,,7,7.3
77CN,4,B,2014-01-12T10:25,57.0400,-031.1000,,7,7.3
77CN,5,B,2014-01-12T10:30,57.0400,-031.0600,,7,7.3
77CN,6,B,2014-01-12T10:35,57.0400,-031.0200,,7,7.3
77CN,7,B,2014-01-12T10:40,57.0400,-030.9800,,7,7.3
77CN,8,B,2014-01-12T10:45,57.0400,-030.9400,,7,7.3
77CN,9,B,2014-01-12T10:50,57.0400,-030.9000,,7,7.1
77CN,10,B,2014-01-12T10:55,57.0400,-030.8600,,7,7.3
77CN,11,B,2014-01-12T11:00,57.0400,-030.8100,,7,7.3
77CN,12,B,2014-01-12T11:05,57.0400,-030.7700,,7,7.3
77CN,13,B,2014-01-12T11:10,57.0400,-030.7300,,7,7.3
77CN,14,B,2014-01-12T11:15,57.0400,-030.6900,,7,7.3
77CN,15,B,2014-01-12T11:20,57.0400,-030.6500,,7,7.3
77CN,16,B,2014-01-12T11:25,57.0400,-030.6100,,7,7.3
77CN,17,B,2014-01-12T11:30,57.0400,-030.5700,,7,7.4
77CN,18,B,2014-01-12T11:35,57.0400,-030.5300,,7,7.3
77CN,19,B,2014-01-12T11:40,57.0400,-030.4900,,7,7.3
77CN,20,B,2014-01-12T11:45,57.0400,-030.4400,,7,7.3
77CN,21,B,2014-01-12T11:50,57.0400,-030.4000,,7,7.3
77CN,22,B,2014-01-12T11:55,57.0400,-030.3600,,7,7.4
77CN,23,B,2014-01-12T12:00,57.0400,-030.3200,,7,7.3
77CN,24,B,2014-01-12T12:05,57.0400,-030.2800,,7,7.3
77CN,25,B,2014-01-12T12:10,57.0500,-030.2400,,7,7.3
77CN,26,B,2014-01-12T12:15,57.0500,-030.2000,,7,7.3
77CN,27,B,2014-01-12T12:20,57.0500,-030.1600,,7,7.3
77CN,28,B,2014-01-12T12:25,57.0500,-030.1200,,7,7.3
77CN,29,B,2014-01-12T12:30,57.0500,-030.0800,,7,7.3
77CN,30,B,2014-01-12T12:35,57.0500,-030.0300,,7,7.3
77CN,31,B,2014-01-12T12:40,57.0500,-029.9900,,7,7.3
77CN,32,B,2014-01-12T12:45,57.0500,-029.9500,,7,7.3
77CN,33,B,2014-01-12T12:50,57.0500,-029.9100,,7,7.3
77CN,34,B,2014-01-12T12:55,57.0500,-029.8700,,7,7.3
77CN,35,B,2014-01-12T13:00,57.0500,-029.8300,,7,7.3
77CN,36,B,2014-01-12T13:05,57.0500,-029.7900,,7,7.7
77CN,37,B,2014-01-12T13:10,57.0500,-029.7500,,7,7.7
77CN,38,B,2014-01-12T13:15,57.0500,-029.7100,,7,7.7
77CN,39,B,2014-01-12T13:20,57.0500,-029.6600,,7,7.8
77CN,40,B,2014-01-12T13:25,57.0500,-029.6200,,7,7.8
77CN,41,B,2014-01-12T13:30,57.0500,-029.5800,,7,7.8
77CN,42,B,2014-01-12T13:35,57.0500,-029.5400,,7,7.7
77CN,43,B,2014-01-12T13:40,57.0500,-029.5000,,7,7.4
77CN,44,B,2014-01-12T13:45,57.0500,-029.4600,,7,7.4
77CN,45,B,2014-01-12T13:50,57.0600,-029.4200,,7,7.4
77CN,46,B,2014-01-12T13:55,57.0600,-029.3800,,7,7.8
77CN,47,B,2014-01-12T14:00,57.0600,-029.3400,,7,7.7
77CN,48,B,2014-01-12T14:05,57.0600,-029.2900,,7,7.7
77CN,49,B,2014-01-12T14:10,57.0600,-029.2500,,7,7.7
77CN,50,B,2014-01-12T14:15,57.0600,-029.2100,,7,7.7
77CN,51,B,2014-01-12T14:20,57.0600,-029.1700,,7,7.8
77CN,52,B,2014-01-12T14:25,57.0600,-029.1300,,7,7.8
77CN,53,B,2014-01-12T14:30,57.0600,-029.0900,,7,7.7
77CN,54,B,2014-01-12T14:35,57.0600,-029.0500,,7,7.7
77CN,55,B,2014-01-12T14:40,57.0600,-029.0100,,7,7.7
77CN,56,B,2014-01-12T14:45,57.0600,-028.9700,,7,7.7
77CN,57,B,2014-01-12T14:50,57.0600,-028.9200,,7,7.7
77CN,58,B,2014-01-12T14:55,57.0600,-028.8800,,7,7.8
77CN,59,B,2014-01-12T15:00,57.0600,-028.8400,,7,7.7
77CN,60,B,2014-01-12T15:05,57.0600,-028.8000,,7,7.7
77CN,61,B,2014-01-12T15:10,57.0600,-028.7600,,7,7.8
77CN,62,B,2014-01-12T15:15,57.0600,-028.7200,,7,7.7
77CN,63,B,2014-01-12T15:20,57.0600,-028.6800,,7,7.6
77CN,64,B,2014-01-12T15:25,57.0600,-028.6400,,7,7.4
77CN,65,B,2014-01-12T15:30,57.0600,-028.6000,,7,7.4
77CN,66,B,2014-01-12T15:35,57.0700,-028.5500,,7,7.7
77CN,67,B,2014-01-12T15:40,57.0700,-028.5100,,7,7.7
77CN,68,B,2014-01-12T15:45,57.0700,-028.4700,,7,7.6
77CN,69,B,2014-01-12T15:50,57.0700,-028.4300,,7,7.6
77CN,70,B,2014-01-12T15:55,57.0700,-028.3900,,7,7.7
77CN,71,B,2014-01-12T16:00,57.0700,-028.3500,,7,7.6
77CN,72,B,2014-01-12T16:05,57.0700,-028.3100,,7,7.7
77CN,73,B,2014-01-12T16:10,57.0700,-028.2700,,7,7.8
77CN,74,B,2014-01-12T16:15,57.0700,-028.2300,,7,7.7
77CN,75,B,2014-01-12T16:20,57.0700,-028.1800,,7,7.8
77CN,76,B,2014-01-12T16:25,57.0700,-028.1400,,7,7.8
77CN,77,B,2014-01-12T16:30,57.0700,-028.1000,,7,7.8
77CN,78,B,2014-01-12T16:35,57.0700,-028.0600,,7,7.8
77CN,79,B,2014-01-12T16:40,57.0700,-028.0200,,7,7.8
77CN,80,B,2014-01-12T16:45,57.0700,-027.9800,,7,7.8
77CN,81,B,2014-01-12T16:50,57.0700,-027.9400,,7,7.8
77CN,82,B,2014-01-12T16:55,57.0700,-027.9000,,7,7.8
77CN,83,B,2014-01-12T17:00,57.0700,-027.8600,,7,7.6
77CN,84,B,2014-01-12T17:05,57.0700,-027.8200,,7,7.7
77CN,85,B,2014-01-12T17:10,57.0700,-027.7700,,7,7.6
77CN,86,B,2014-01-12T17:15,57.0800,-027.7300,,7,7.6
77CN,87,B,2014-01-12T17:20,57.0800,-027.6900,,7,7.7
77CN,88,B,2014-01-12T17:25,57.0800,-027.6500,,7,7.8
77CN,89,B,2014-01-12T17:30,57.0800,-027.6100,,7,7.7
77CN,90,B,2014-01-12T17:35,57.0800,-027.5700,,7,7.8
77CN,91,B,2014-01-12T17:40,57.0800,-027.5300,,7,7.8
77CN,92,B,2014-01-12T17:45,57.0800,-027.4900,,7,7.8
77CN,93,B,2014-01-12T17:50,57.0800,-027.4500,,7,7.8
77CN,94,B,2014-01-12T17:55,57.0800,-027.4000,,7,7.8
77CN,95,B,2014-01-12T18:00,57.0800,-027.3600,,7,7.8
77CN,96,B,2014-01-12T18:05,57.0800,-027.3200,,7,7.8
77CN,97,B,2014-01-12T18:10,57.0800,-027.2800,,7,7.8
77CN,98,B,2014-01-12T18:15,57.0800,-027.2400,,7,8.0
77CN,99,B,2014-01-12T18:20,57.0800,-027.2000,,7,8.0
77CN,100,B,2014-01-12T18:25,57.0800,-027.1600,,7,8.0
77CN,101,B,2014-01-12T18:30,57.0800,-027.1200,,7,8.0
77CN,102,B,2014-01-12T18:35,57.0800,-027.0800,,7,7.8
77CN,103,B,2014-01-12T18:40,57.0800,-027.0300,,7,8.0
77CN,104,B,2014-01-12T18:45,57.0800,-026.9900,,7,7.8
77CN,105,B,2014-01-12T18:50,57.0800,-026.9500,,7,7.7
77CN,106,B,2014-01-12T18:55,57.0800,-026.9100,,7,7.7
77CN,107,B,2014-01-12T19:00,57.0900,-026.8700,,7,7.8
77CN,108,B,2014-01-12T19:05,57.0900,-026.8300,,7,7.8
77CN,109,B,2014-01-12T19:10,57.0900,-026.7900,,7,7.8
77CN,110,B,2014-01-12T19:15,57.0900,-026.7500,,7,8.0
77CN,111,B,2014-01-12T19:20,57.0900,-026.7100,,7,8.1
77CN,112,B,2014-01-12T19:25,57.0900,-026.6600,,7,8.1
77CN,113,B,2014-01-12T19:30,57.0900,-026.6200,,7,8.3
77CN,114,B,2014-01-12T19:35,57.0900,-026.5800,,7,8.3
77CN,115,B,2014-01-12T19:40,57.0900,-026.5400,,7,8.3
77CN,116,B,2014-01-12T19:45,57.0900,-026.5000,,7,8.3
77CN,117,B,2014-01-12T19:50,57.0900,-026.4600,,7,8.3
77CN,118,B,2014-01-12T19:55,57.0900,-026.4200,,7,8.4
77CN,119,B,2014-01-12T20:00,57.0900,-026.3800,,7,8.4
77CN,120,B,2014-01-12T20:05,57.0900,-026.3400,,7,8.3
77CN,121,B,2014-01-12T20:10,57.0900,-026.2900,,7,8.4
77CN,122,B,2014-01-12T20:15,57.0900,-026.2500,,7,8.4
77CN,123,B,2014-01-12T20:20,57.0900,-026.2100,,7,8.4
77CN,124,B,2014-01-12T20:25,57.0900,-026.1700,,7,8.4
77CN,125,B,2014-01-12T20:30,57.0900,-026.1300,,7,8.4
77CN,126,B,2014-01-12T20:35,57.0900,-026.0900,,7,8.4
77CN,127,B,2014-01-12T20:40,57.0900,-026.0500,,7,8.4
77CN,128,B,2014-01-12T20:45,57.1000,-026.0100,,7,8.4
77CN,129,B,2014-01-12T20:50,57.1000,-025.9700,,7,8.4
77CN,130,B,2014-01-12T20:55,57.1000,-025.9200,,7,8.4
77CN,131,B,2014-01-12T21:00,57.1000,-025.8800,,7,8.4
77CN,132,B,2014-01-12T21:05,57.1000,-025.8400,,7,8.4
77CN,133,B,2014-01-12T21:10,57.1000,-025.8000,,7,8.4
77CN,134,B,2014-01-12T21:15,57.1000,-025.7600,,7,8.6
77CN,135,B,2014-01-12T21:20,57.1000,-025.7200,,7,8.7
77CN,136,B,2014-01-12T21:25,57.1000,-025.6800,,7,8.7
77CN,137,B,2014-01-12T21:30,57.1000,-025.6400,,7,8.4
77CN,138,B,2014-01-12T21:35,57.1000,-025.6000,,7,8.3
77CN,139,B,2014-01-12T21:40,57.1000,-025.5600,,7,8.3
77CN,140,B,2014-01-12T21:45,57.1000,-025.5100,,7,8.3
77CN,141,B,2014-01-12T21:50,57.1000,-025.4700,,7,8.1
77CN,142,B,2014-01-12T21:55,57.1000,-025.4300,,7,8.1
77CN,143,B,2014-01-12T22:00,57.1000,-025.3900,,7,8.3
77CN,144,B,2014-01-12T22:05,57.1000,-025.3500,,7,8.6
77CN,145,B,2014-01-12T22:10,57.1000,-025.3100,,7,8.7
77CN,146,B,2014-01-12T22:15,57.1000,-025.2700,,7,9.0
77CN,147,B,2014-01-12T22:20,57.1000,-025.2300,,7,8.7
77CN,148,B,2014-01-12T22:25,57.1100,-025.1900,,7,8.7
77CN,149,B,2014-01-12T22:30,57.1100,-025.1400,,7,9.0
77CN,150,B,2014-01-12T22:35,57.1100,-025.1000,,7,9.0
77CN,151,B,2014-01-12T22:40,57.1100,-025.0600,,7,9.0
77CN,152,B,2014-01-12T22:45,57.1100,-025.0200,,7,8.9
77CN,153,B,2014-01-12T22:50,57.1100,-024.9800,,7,8.9
77CN,154,B,2014-01-12T22:55,57.1100,-024.9400,,7,9.0
77CN,155,B,2014-01-12T23:00,57.1100,-024.9000,,7,9.0
77CN,156,B,2014-01-12T23:05,57.1100,-024.8600,,7,9.2
77CN,157,B,2014-01-12T23:10,57.1100,-024.8200,,7,9.3
77CN,158,B,2014-01-12T23:15,57.1100,-024.7700,,7,9.2
77CN,159,B,2014-01-12T23:20,57.1100,-024.7300,,7,9.2
77CN,160,B,2014-01-12T23:25,57.1100,-024.6900,,7,9.5
77CN,161,B,2014-01-12T23:30,57.1100,-024.6500,,7,9.5
77CN,162,B,2014-01-12T23:35,57.1100,-024.6100,,7,9.5
77CN,163,B,2014-01-12T23:40,57.1100,-024.5700,,7,9.5
77CN,164,B,2014-01-12T23:45,57.1100,-024.5300,,7,9.5
77CN,165,B,2014-01-12T23:50,57.1100,-024.4900,,7,9.5
77CN,166,B,2014-01-12T23:55,57.1100,-024.4500,,7,9.8
77CN,167,B,2014-01-13T00:00,57.1100,-024.4000,,7,9.8
77CN,168,B,2014-01-13T00:05,57.1100,-024.3600,,7,9.9
77CN,169,B,2014-01-13T00:10,57.1200,-024.3200,,7,9.8
77CN,170,B,2014-01-13T00:15,57.1200,-024.2800,,7,9.5
77CN,171,B,2014-01-13T00:20,57.1200,-024.2400,,7,9.5
77CN,172,B,2014-01-13T00:25,57.1200,-024.2000,,7,9.5
77CN,173,B,2014-01-13T00:30,57.1200,-024.1600,,7,9.5
77CN,174,B,2014-01-13T00:35,57.1200,-024.1200,,7,9.5
77CN,175,B,2014-01-13T00:40,57.1200,-024.0800,,7,9.2
77CN,176,B,2014-01-13T00:45,57.1200,-024.0300,,7,9.3
77CN,177,B,2014-01-13T00:50,57.1200,-023.9900,,7,9.2
77CN,178,B,2014-01-13T00:55,57.1200,-023.9500,,7,9.2
77CN,179,B,2014-01-13T01:00,57.1200,-023.9100,,7,9.2
77CN,180,B,2014-01-13T01:05,57.1200,-023.8700,,7,9.2
77CN,181,B,2014-01-13T01:10,57.1200,-023.8300,,7,9.2
77CN,182,B,2014-01-13T01:15,57.1200,-023.7900,,7,9.2
77CN,183,B,2014-01-13T01:20,57.1200,-023.7500,,7,9.2
77CN,184,B,2014-01-13T01:25,57.1200,-023.7100,,7,9.8
77CN,185,B,2014-01-13T01:30,57.1200,-023.6600,,7,9.9
77CN,186,B,2014-01-13T01:35,57.1200,-023.6200,,7,9.9
77CN,187,B,2014-01-13T01:40,57.1200,-023.5800,,7,9.9
77CN,188,B,2014-01-13T01:45,57.1200,-023.5400,,7,9.9
77CN,189,B,2014-01-13T01:50,57.1200,-023.5000,,7,9.8
77CN,190,B,2014-01-13T01:55,57.1300,-023.4600,,7,9.3
77CN,191,B,2014-01-13T02:00,57.1300,-023.4200,,7,10.1
77CN,192,B,2014-01-13T02:05,57.1300,-023.3800,,7,9.9
77CN,193,B,2014-01-13T02:10,57.1300,-023.3400,,7,10.1
77CN,194,B,2014-01-13T02:15,57.1300,-023.3000,,7,10.1
77CN,195,B,2014-01-13T02:20,57.1300,-023.2500,,7,10.1
77CN,196,B,2014-01-13T02:25,57.1300,-023.2100,,7,10.2
77CN,197,B,2014-01-13T02:30,57.1300,-023.1700,,7,10.2
77CN,198,B,2014-01-13T02:35,57.1300,-023.1300,,7,10.2
77CN,199,B,2014-01-13T02:40,57.1300,-023.0900,,7,10.2
77CN,200,B,2014-01-13T02:45,57.1300,-023.0500,,7,10.2
77CN,201,B,2014-01-13T02:50,57.1300,-023.0100,,7,9.9
77CN,202,B,2014-01-13T02:55,57.1300,-022.9700,,7,9.9
77CN,203,B,2014-01-13T03:00,57.1300,-022.9300,,7,9.8
77CN,204,B,2014-01-13T03:05,57.1300,-022.8800,,7,9.8
77CN,205,B,2014-01-13T03:10,57.1300,-022.8400,,7,9.8
77CN,206,B,2014-01-13T03:15,57.1300,-022.8000,,7,9.9
77CN,207,B,2014-01-13T03:20,57.1300,-022.7600,,7,9.9
77CN,208,B,2014-01-13T03:25,57.1300,-022.7200,,7,9.9
77CN,209,B,2014-01-13T03:30,57.1300,-022.6800,,7,9.9
77CN,210,B,2014-01-13T03:35,57.1400,-022.6400,,7,9.8
77CN,211,B,2014-01-13T03:40,57.1400,-022.6000,,7,9.8
77CN,212,B,2014-01-13T03:45,57.1400,-022.5600,,7,9.3
77CN,213,B,2014-01-13T03:50,57.1400,-022.5100,,7,9.5
77CN,214,B,2014-01-13T03:55,57.1400,-022.4700,,7,9.6
77CN,215,B,2014-01-13T04:00,57.1400,-022.4300,,7,9.6
77CN,216,B,2014-01-13T04:05,57.1400,-022.3900,,7,9.5
77CN,217,B,2014-01-13T04:10,57.1400,-022.3500,,7,9.2
77CN,218,B,2014-01-13T04:15,57.1400,-022.3100,,7,9.3
77CN,219,B,2014-01-13T04:20,57.1400,-022.2700,,7,9.2
77CN,220,B,2014-01-13T04:25,57.1400,-022.2300,,7,9.2
77CN,221,B,2014-01-13T04:30,57.1400,-022.1900,,7,9.2
77CN,222,B,2014-01-13T04:35,57.1400,-022.1400,,7,9.6
77CN,223,B,2014-01-13T04:40,57.1400,-022.1000,,7,9.6
77CN,224,B,2014-01-13T04:45,57.1400,-022.0600,,7,9.5
77CN,225,B,2014-01-13T04:50,57.1400,-022.0200,,7,9.6
77CN,226,B,2014-01-13T04:55,57.1400,-021.9800,,7,9.6
77CN,227,B,2014-01-13T05:00,57.1400,-021.9400,,7,9.8
77CN,228,B,2014-01-13T05:05,57.1400,-021.9000,,7,9.9
77CN,229,B,2014-01-13T05:10,57.1400,-021.8600,,7,10.2
77CN,230,B,2014-01-13T05:15,57.1400,-021.8200,,7,10.2
77CN,231,B,2014-01-13T05:20,57.1500,-021.7700,,7,9.9
77CN,232,B,2014-01-13T05:25,57.1500,-021.7300,,7,10.2
77CN,233,B,2014-01-13T05:30,57.1500,-021.6900,,7,10.2
77CN,234,B,2014-01-13T05:35,57.1500,-021.6500,,7,10.1
77CN,235,B,2014-01-13T05:40,57.1500,-021.6100,,7,10.1
77CN,236,B,2014-01-13T05:45,57.1500,-021.5700,,7,10.2
77CN,237,B,2014-01-13T05:50,57.1500,-021.5300,,7,10.2
77CN,238,B,2014-01-13T05:55,57.1500,-021.4900,,7,9.9
77CN,239,B,2014-01-13T06:00,57.1500,-021.4500,,7,9.9
77CN,240,B,2014-01-13T06:05,57.1500,-021.4000,,7,9.8
77CN,241,B,2014-01-13T06:10,57.1500,-021.3600,,7,9.8
77CN,242,B,2014-01-13T06:15,57.1500,-021.3200,,7,9.9
77CN,243,B,2014-01-13T06:20,57.1500,-021.2800,,7,9.9
77CN,244,B,2014-01-13T06:25,57.1500,-021.2400,,7,9.9
77CN,245,B,2014-01-13T06:30,57.1500,-021.2000,,7,9.9
77CN,246,B,2014-01-13T06:35,57.1500,-021.1600,,7,9.9
77CN,247,B,2014-01-13T06:40,57.1500,-021.1200,,7,9.9
77CN,248,B,2014-01-13T06:45,57.1500,-021.0800,,7,10.2
77CN,249,B,2014-01-13T06:50,57.1500,-021.0400,,7,10.2
77CN,250,B,2014-01-13T06:55,57.1500,-020.9900,,7,10.2
77CN,251,B,2014-01-13T07:00,57.1600,-020.9500,,7,10.2
77CN,252,B,2014-01-13T07:05,57.1600,-020.9100,,7,10.1
77CN,253,B,2014-01-13T07:10,57.1600,-020.8700,,7,9.9
77CN,254,B,2014-01-13T07:15,57.1600,-020.8300,,7,10.2
77CN,255,B,2014-01-13T07:20,57.1600,-020.7900,,7,10.2
77CN,256,B,2014-01-13T07:25,57.1600,-020.7500,,7,10.2
77CN,257,B,2014-01-13T07:30,57.1600,-020.7100,,7,10.2
77CN,258,B,2014-01-13T07:35,57.1600,-020.6700,,7,10.1
77CN,259,B,2014-01-13T07:40,57.1600,-020.6200,,7,10.2
77CN,260,B,2014-01-13T07:45,57.1600,-020.5800,,7,10.2
77CN,261,B,2014-01-13T07:50,57.1600,-020.5400,,7,10.2
77CN,262,B,2014-01-13T07:55,57.1600,-020.5000,,7,10.2
77CN,263,B,2014-01-13T08:00,57.1600,-020.4600,,7,10.2
77CN,264,B,2014-01-13T08:05,57.1600,-020.4200,,7,10.2
77CN,265,B,2014-01-13T08:10,57.1600,-020.3800,,7,10.2
77CN,266,B,2014-01-13T08:15,57.1600,-020.3400,,7,10.2
77CN,267,B,2014-01-13T08:20,57.1600,-020.3000,,7,10.2
77CN,268,B,2014-01-13T08:25,57.1600,-020.2500,,7,10.2
77CN,269,B,2014-01-13T08:30,57.1600,-020.2100,,7,9.9
77CN,270,B,2014-01-13T08:35,57.1600,-020.1700,,7,9.9
77CN,271,B,2014-01-13T08:40,57.1600,-020.1300,,7,9.9
77CN,272,B,2014-01-13T08:45,57.1700,-020.0900,,7,9.9
77CN,273,B,2014-01-13T08:50,57.1700,-020.0500,,7,9.9
77CN,274,B,2014-01-13T08:55,57.1700,-020.0100,,7,9.9
77CN,275,B,2014-01-13T09:00,57.1700,-019.9700,,7,9.6
77CN,276,B,2014-01-13T09:30,57.1600,-019.6700,,7,10.4
77CN,277,B,2014-01-13T09:35,57.1600,-019.6400,,7,10.4
77CN,278,B,2014-01-13T09:40,57.1600,-019.6000,,7,10.4
77CN,279,B,2014-01-13T09:45,57.1500,-019.5700,,7,10.4
77CN,280,B,2014-01-13T09:50,57.1500,-019.5400,,7,10.4
77CN,281,B,2014-01-13T09:55,57.1400,-019.5000,,7,10.2
77CN,282,B,2014-01-13T10:00,57.1400,-019.4700,,7,10.1
77CN,283,B,2014-01-13T10:05,57.1400,-019.4300,,7,10.1
77CN,284,B,2014-01-13T10:10,57.1300,-019.4000,,7,10.2
77CN,285,B,2014-01-13T10:15,57.1300,-019.3700,,7,9.9
77CN,286,B,2014-01-13T10:20,57.1200,-019.3300,,7,10.1
77CN,287,B,2014-01-13T10:25,57.1200,-019.3000,,7,9.9
77CN,288,B,2014-01-13T10:30,57.1100,-019.2700,,7,9.9
77CN,289,B,2014-01-13T10:35,57.1100,-019.2300,,7,9.9
77CN,290,B,2014-01-13T10:40,57.1100,-019.2000,,7,9.9
77CN,291,B,2014-01-13T10:45,57.1000,-019.1700,,7,9.8
77CN,292,B,2014-01-13T10:50,57.1000,-019.1300,,7,9.8
77CN,293,B,2014-01-13T10:55,57.0900,-019.1000,,7,9.8
77CN,294,B,2014-01-13T11:00,57.0900,-019.0600,,7,9.8
77CN,295,B,2014-01-13T11:05,57.0800,-019.0300,,7,9.8
77CN,296,B,2014-01-13T11:10,57.0800,-019.0000,,7,9.8
77CN,297,B,2014-01-13T11:15,57.0800,-018.9600,,7,9.8
77CN,298,B,2014-01-13T11:20,57.0700,-018.9300,,7,9.8
77CN,299,B,2014-01-13T11:25,57.0700,-018.9000,,7,9.9
77CN,300,B,2014-01-13T11:30,57.0600,-018.8600,,7,9.9
77CN,301,B,2014-01-13T11:35,57.0600,-018.8300,,7,9.9
77CN,302,B,2014-01-13T11:40,57.0500,-018.7900,,7,9.9
77CN,303,B,2014-01-13T11:45,57.0500,-018.7600,,7,9.9
77CN,304,B,2014-01-13T11:50,57.0500,-018.7300,,7,9.9
77CN,305,B,2014-01-13T11:55,57.0400,-018.6900,,7,9.9
77CN,306,B,2014-01-13T12:00,57.0400,-018.6600,,7,9.9
77CN,307,B,2014-01-13T12:05,57.0300,-018.6300,,7,9.9
77CN,308,B,2014-01-13T12:10,57.0300,-018.5900,,7,9.8
77CN,309,B,2014-01-13T12:15,57.0200,-018.5600,,7,9.9
77CN,310,B,2014-01-13T12:20,57.0200,-018.5300,,7,9.8
77CN,311,B,2014-01-13T12:25,57.0200,-018.4900,,7,9.9
77CN,312,B,2014-01-13T12:30,57.0100,-018.4600,,7,9.8
77CN,313,B,2014-01-13T12:35,57.0100,-018.4200,,7,9.8
77CN,314,B,2014-01-13T12:40,57.0000,-018.3900,,7,9.9
77CN,315,B,2014-01-13T12:45,57.0000,-018.3600,,7,9.8
77CN,316,B,2014-01-13T12:50,57.0000,-018.3200,,7,9.8
77CN,317,B,2014-01-13T12:55,56.9900,-018.2900,,7,9.8
77CN,318,B,2014-01-13T13:00,56.9900,-018.2600,,7,9.8
77CN,319,B,2014-01-13T13:05,56.9800,-018.2200,,7,9.8
77CN,320,B,2014-01-13T13:10,56.9800,-018.1900,,7,9.8
77CN,321,B,2014-01-13T13:15,56.9700,-018.1600,,7,9.8
77CN,322,B,2014-01-13T13:20,56.9700,-018.1200,,7,9.8
77CN,323,B,2014-01-13T13:25,56.9700,-018.0900,,7,9.9
77CN,324,B,2014-01-13T13:30,56.9600,-018.0500,,7,9.9
77CN,325,B,2014-01-13T13:35,56.9600,-018.0200,,7,9.9
77CN,326,B,2014-01-13T13:40,56.9500,-017.9900,,7,9.8
77CN,327,B,2014-01-13T13:45,56.9500,-017.9500,,7,9.9
77CN,328,B,2014-01-13T13:50,56.9400,-017.9200,,7,9.8
77CN,329,B,2014-01-13T13:55,56.9400,-017.8900,,7,9.8
77CN,330,B,2014-01-13T14:00,56.9400,-017.8500,,7,9.9
77CN,331,B,2014-01-13T14:05,56.9300,-017.8200,,7,9.9
77CN,332,B,2014-01-13T14:10,56.9300,-017.7900,,7,9.9
77CN,333,B,2014-01-13T14:15,56.9200,-017.7500,,7,9.9
77CN,334,B,2014-01-13T14:20,56.9200,-017.7200,,7,9.9
77CN,335,B,2014-01-13T14:25,56.9100,-017.6800,,7,9.9
77CN,336,B,2014-01-13T14:30,56.9100,-017.6500,,7,9.9
77CN,337,B,2014-01-13T14:35,56.9100,-017.6200,,7,9.9
77CN,338,B,2014-01-13T14:40,56.9000,-017.5800,,7,9.8
77CN,339,B,2014-01-13T14:45,56.9000,-017.5500,,7,9.8
77CN,340,B,2014-01-13T14:50,56.8900,-017.5200,,7,9.9
77CN,341,B,2014-01-13T14:55,56.8900,-017.4800,,7,10.2
77CN,342,B,2014-01-13T15:00,56.8800,-017.4500,,7,10.2
77CN,343,B,2014-01-13T15:05,56.8800,-017.4100,,7,10.2
77CN,344,B,2014-01-13T15:10,56.8800,-017.3800,,7,10.2
77CN,345,B,2014-01-13T15:15,56.8700,-017.3500,,7,10.1
77CN,346,B,2014-01-13T15:20,56.8700,-017.3100,,7,10.1
77CN,347,B,2014-01-13T15:25,56.8600,-017.2800,,7,10.1
77CN,348,B,2014-01-13T15:30,56.8600,-017.2500,,7,9.9
77CN,349,B,2014-01-13T15:35,56.8500,-017.2100,,7,10.2
77CN,350,B,2014-01-13T15:40,56.8500,-017.1800,,7,10.1
77CN,351,B,2014-01-13T15:45,56.8500,-017.1500,,7,10.1
77CN,352,B,2014-01-13T15:50,56.8400,-017.1100,,7,10.2
77CN,353,B,2014-01-13T15:55,56.8400,-017.0800,,7,10.2
77CN,354,B,2014-01-13T16:00,56.8300,-017.0400,,7,10.2
77CN,355,B,2014-01-13T16:05,56.8300,-017.0100,,7,10.2
77CN,356,B,2014-01-13T16:10,56.8300,-016.9800,,7,10.2
77CN,357,B,2014-01-13T16:15,56.8200,-016.9400,,7,10.2
77CN,358,B,2014-01-13T16:20,56.8200,-016.9100,,7,10.2
77CN,359,B,2014-01-13T16:25,56.8100,-016.8800,,7,10.2
77CN,360,B,2014-01-13T16:30,56.8100,-016.8400,,7,10.2
77CN,361,B,2014-01-13T16:35,56.8000,-016.8100,,7,10.2
77CN,362,B,2014-01-13T16:40,56.8000,-016.7800,,7,10.2
77CN,363,B,2014-01-13T16:45,56.8000,-016.7400,,7,10.2
77CN,364,B,2014-01-13T16:50,56.7900,-016.7100,,7,10.2
77CN,365,B,2014-01-13T16:55,56.7900,-016.6700,,7,10.2
77CN,366,B,2014-01-13T17:00,56.7800,-016.6400,,7,10.2
77CN,367,B,2014-01-13T17:05,56.7800,-016.6100,,7,10.2
77CN,368,B,2014-01-13T17:10,56.7700,-016.5700,,7,10.2
77CN,369,B,2014-01-13T17:15,56.7700,-016.5400,,7,10.2
77CN,370,B,2014-01-13T17:20,56.7700,-016.5100,,7,10.2
77CN,371,B,2014-01-13T17:25,56.7600,-016.4700,,7,9.9
77CN,372,B,2014-01-13T17:30,56.7600,-016.4400,,7,9.9
77CN,373,B,2014-01-13T17:35,56.7500,-016.4100,,7,9.9
77CN,374,B,2014-01-13T17:40,56.7500,-016.3700,,7,9.9
77CN,375,B,2014-01-13T17:45,56.7400,-016.3400,,7,9.9
77CN,376,B,2014-01-13T17:50,56.7400,-016.3000,,7,9.9
